gen,wall_s,fitness_mean,fitness_max,welfare_mean,welfare_max,frac_food,frac_smoke,frac_reels,compulsion_smoke,compulsion_reels,mean_withdrawal,final_tolerance,mean_dan_rate_hz
0,54.013978004455566,4.692541805802292,8.894098829311414,23.76366776360129,60.63967341464013,0.5130208333333334,0.0016666666666666668,0.0020833333333333333,0.002008032128514056,0.004545454545454545,7.539487289129016e-05,0.010135183188333358,9.363985615173975
1,54.42506289482117,4.7579196838622,15.015078014842652,22.721136861887203,68.47590398869943,0.4177083333333333,0.0036458333333333334,0.0067708333333333336,0.004306102362204725,0.013350424349370978,0.014297180142006016,0.016793366492510762,10.673086835965513
2,53.16364288330078,5.88950893225722,9.173853392519604,25.643676441117805,74.0337325478904,0.3865625,0.0017708333333333335,0.0059375,0.0021372368808847938,0.003679300385375442,0.000131285742755108,0.008850116179729915,7.814797501539191
3,55.96416211128235,7.2633662108787345,51.45455082527232,-28.962934334284,51.52747690567048,0.0409375,0.13677083333333334,0.013229166666666667,0.14916416744107458,0.01557868274846016,0.16142874620186104,0.31538783532867504,26.620594743614394
4,52.76226997375488,5.860729501369973,9.338156200664793,21.306335680686516,62.45871168602025,0.37395833333333334,0.0034375,0.00020833333333333335,0.004146495063219657,0.00043402777777777775,0.002635987355033667,0.025421278822772873,9.396148231128851
