name,family,subtype,stim_side,rate_hz,n_neurons_stim,n_annotated,total_spikes_all,ignition,dm_n_responsive,dm_spikes_total,dm_spikes_left,dm_spikes_right,dm_spikes_center,dm_n_resp_left,dm_n_resp_right,dm_n_resp_center,DNa01_left,DNa01_right,DNa02_left,DNa02_right,DNa_other_left,DNa_other_right,DNp09_left,DNp09_right,DNp_other_left,DNp_other_right,DAN_n_responsive,DAN_spikes_total,ipsi_spikes,contra_spikes,ipsi_n_responsive,contra_n_responsive,LI,wall_s_wave
GUST_PhG16_L,gustatory,PhG16,left,150.0,1,1,103.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG16_R,gustatory,PhG16,right,50.0,1,1,30.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG16_R,gustatory,PhG16,right,150.0,1,1,141.0,False,22,24.0,12.0,12.0,0.0,12,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,10,12,0.0,4.23301100730896
GUST_PhG1a_L,gustatory,PhG1a,left,50.0,1,1,1003.0,False,75,350.0,174.0,176.0,0.0,37,38,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,174.0,176.0,37,38,-0.005714285714285714,4.23301100730896
GUST_PhG1a_L,gustatory,PhG1a,left,150.0,1,1,1886.0,False,90,582.0,280.0,302.0,0.0,43,47,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,280.0,302.0,43,47,-0.037800687285223365,4.23301100730896
GUST_PhG1a_R,gustatory,PhG1a,right,50.0,1,1,937.0,False,81,292.0,130.0,162.0,0.0,38,43,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,162.0,130.0,43,38,0.1095890410958904,4.23301100730896
GUST_PhG1a_R,gustatory,PhG1a,right,150.0,1,1,1578.0,False,77,391.0,182.0,209.0,0.0,36,41,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,209.0,182.0,41,36,0.06905370843989769,4.23301100730896
GUST_PhG1b_L,gustatory,PhG1b,left,50.0,1,1,101.0,False,7,7.0,2.0,5.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,5.0,2,5,-0.42857142857142855,4.23301100730896
GUST_PhG1b_L,gustatory,PhG1b,left,150.0,1,1,699.0,False,72,227.0,119.0,108.0,0.0,37,35,0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,119.0,108.0,37,35,0.048458149779735685,4.23301100730896
GUST_PhG1b_R,gustatory,PhG1b,right,50.0,1,1,601.0,False,69,256.0,135.0,121.0,0.0,33,36,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,121.0,135.0,36,33,-0.0546875,4.23301100730896
GUST_PhG1b_R,gustatory,PhG1b,right,150.0,1,1,816.0,False,73,223.0,114.0,109.0,0.0,31,42,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,109.0,114.0,42,31,-0.02242152466367713,4.23301100730896
GUST_PhG1c_L,gustatory,PhG1c,left,50.0,2,2,513.0,False,58,141.0,63.0,78.0,0.0,28,30,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,63.0,78.0,28,30,-0.10638297872340426,4.23301100730896
GUST_PhG1c_L,gustatory,PhG1c,left,150.0,2,2,2079.0,False,81,561.0,277.0,284.0,0.0,38,43,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,277.0,284.0,38,43,-0.012477718360071301,4.23301100730896
GUST_PhG1c_R,gustatory,PhG1c,right,50.0,2,2,462.0,False,61,151.0,71.0,80.0,0.0,28,33,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,80.0,71.0,33,28,0.059602649006622516,4.23301100730896
GUST_PhG1c_R,gustatory,PhG1c,right,150.0,2,2,1478.0,False,84,405.0,203.0,202.0,0.0,39,45,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,202.0,203.0,45,39,-0.0024691358024691358,4.23301100730896
GUST_PhG2_L,gustatory,PhG2,left,50.0,2,2,20.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG2_L,gustatory,PhG2,left,150.0,2,2,113.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG2_R,gustatory,PhG2,right,50.0,3,3,58.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG2_R,gustatory,PhG2,right,150.0,3,3,166.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG3_L,gustatory,PhG3,left,50.0,1,1,25.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG3_L,gustatory,PhG3,left,150.0,1,1,100.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG3_R,gustatory,PhG3,right,50.0,1,1,36.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG3_R,gustatory,PhG3,right,150.0,1,1,89.0,False,1,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,-1.0,4.2244508266448975
GUST_PhG4_L,gustatory,PhG4,left,50.0,2,2,604.0,False,62,199.0,78.0,121.0,0.0,29,33,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,78.0,121.0,29,33,-0.21608040201005024,4.2244508266448975
GUST_PhG4_L,gustatory,PhG4,left,150.0,2,2,1931.0,False,79,467.0,216.0,251.0,0.0,39,40,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,216.0,251.0,39,40,-0.07494646680942184,4.2244508266448975
GUST_PhG4_R,gustatory,PhG4,right,50.0,2,2,391.0,False,62,126.0,60.0,66.0,0.0,29,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,66.0,60.0,33,29,0.047619047619047616,4.2244508266448975
GUST_PhG4_R,gustatory,PhG4,right,150.0,2,2,1727.0,False,75,459.0,217.0,242.0,0.0,36,39,0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,242.0,217.0,39,36,0.054466230936819175,4.2244508266448975
GUST_PhG5_L,gustatory,PhG5,left,50.0,1,1,32.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG5_L,gustatory,PhG5,left,150.0,1,1,233.0,False,1,1.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0,1.0,4.2244508266448975
GUST_PhG5_R,gustatory,PhG5,right,50.0,1,1,78.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG5_R,gustatory,PhG5,right,150.0,1,1,240.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG6_L,gustatory,PhG6,left,50.0,1,1,36.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG6_L,gustatory,PhG6,left,150.0,1,1,104.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG6_R,gustatory,PhG6,right,50.0,1,1,21.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG6_R,gustatory,PhG6,right,150.0,1,1,73.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG7_L,gustatory,PhG7,left,50.0,2,2,37.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG7_L,gustatory,PhG7,left,150.0,2,2,123.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG7_R,gustatory,PhG7,right,50.0,3,3,56.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG7_R,gustatory,PhG7,right,150.0,3,3,182.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_PhG8_L,gustatory,PhG8,left,50.0,2,2,77.0,False,3,13.0,7.0,6.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0,0.0,7.0,6.0,2,1,0.07692307692307693,4.2244508266448975
GUST_PhG8_L,gustatory,PhG8,left,150.0,2,2,194.0,False,4,35.0,20.0,15.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0,0.0,20.0,15.0,2,2,0.14285714285714285,4.2244508266448975
GUST_PhG8_R,gustatory,PhG8,right,50.0,2,2,36.0,False,2,3.0,2.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,1.0,2.0,1,1,-0.3333333333333333,4.2244508266448975
GUST_PhG8_R,gustatory,PhG8,right,150.0,2,2,239.0,False,5,36.0,19.0,17.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0,0.0,17.0,19.0,3,2,-0.05555555555555555,4.2244508266448975
GUST_PhG9_L,gustatory,PhG9,left,50.0,2,2,190.0,False,6,15.0,7.0,8.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,8.0,3,3,-0.06666666666666667,4.2244508266448975
GUST_PhG9_L,gustatory,PhG9,left,150.0,2,2,803.0,False,27,154.0,79.0,75.0,0.0,15,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,79.0,75.0,15,12,0.025974025974025976,4.2244508266448975
GUST_PhG9_R,gustatory,PhG9,right,50.0,2,2,100.0,False,1,1.0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0,1.0,4.2244508266448975
GUST_PhG9_R,gustatory,PhG9,right,150.0,2,2,755.0,False,23,98.0,46.0,52.0,0.0,13,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,52.0,46.0,10,13,0.061224489795918366,4.2244508266448975
GUST_SA_VTV_1_L,gustatory,SA_VTV_1,left,50.0,2,2,68.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_1_L,gustatory,SA_VTV_1,left,150.0,2,2,206.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_1_R,gustatory,SA_VTV_1,right,50.0,2,2,86.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_1_R,gustatory,SA_VTV_1,right,150.0,2,2,167.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_10_L,gustatory,SA_VTV_10,left,50.0,5,5,75.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_10_L,gustatory,SA_VTV_10,left,150.0,5,5,262.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2244508266448975
GUST_SA_VTV_10_R,gustatory,SA_VTV_10,right,50.0,4,4,59.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_10_R,gustatory,SA_VTV_10,right,150.0,4,4,245.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_2_L,gustatory,SA_VTV_2,left,50.0,6,6,165.0,False,1,2.0,2.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,1,0,1.0,4.238063097000122
GUST_SA_VTV_2_L,gustatory,SA_VTV_2,left,150.0,6,6,718.0,False,18,55.0,37.0,18.0,0.0,12,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,37.0,18.0,12,6,0.34545454545454546,4.238063097000122
GUST_SA_VTV_2_R,gustatory,SA_VTV_2,right,50.0,6,6,155.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_2_R,gustatory,SA_VTV_2,right,150.0,6,6,533.0,False,2,26.0,12.0,14.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,12.0,1,1,0.07692307692307693,4.238063097000122
GUST_SA_VTV_3_L,gustatory,SA_VTV_3,left,50.0,3,3,49.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_3_L,gustatory,SA_VTV_3,left,150.0,3,3,173.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_3_R,gustatory,SA_VTV_3,right,50.0,4,4,66.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_3_R,gustatory,SA_VTV_3,right,150.0,4,4,292.0,False,1,1.0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1,0,1.0,4.238063097000122
GUST_SA_VTV_4_L,gustatory,SA_VTV_4,left,50.0,9,9,182.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_4_L,gustatory,SA_VTV_4,left,150.0,9,9,722.0,False,4,24.0,17.0,7.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0,0.0,17.0,7.0,2,2,0.4166666666666667,4.238063097000122
GUST_SA_VTV_4_R,gustatory,SA_VTV_4,right,50.0,9,9,197.0,False,1,2.0,0.0,2.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,2.0,0.0,1,0,1.0,4.238063097000122
GUST_SA_VTV_4_R,gustatory,SA_VTV_4,right,150.0,9,9,739.0,False,5,37.0,3.0,34.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0,0.0,34.0,3.0,3,2,0.8378378378378378,4.238063097000122
GUST_SA_VTV_5_L,gustatory,SA_VTV_5,left,50.0,7,7,142.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_5_L,gustatory,SA_VTV_5,left,150.0,7,7,2260.0,False,59,113.0,47.0,66.0,0.0,26,33,0,2.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,9,40.0,47.0,66.0,26,33,-0.168141592920354,4.238063097000122
GUST_SA_VTV_5_R,gustatory,SA_VTV_5,right,50.0,7,7,1399.0,False,49,100.0,48.0,52.0,0.0,23,26,0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7,23.0,52.0,48.0,26,23,0.04,4.238063097000122
GUST_SA_VTV_5_R,gustatory,SA_VTV_5,right,150.0,7,7,3466.0,False,58,188.0,90.0,98.0,0.0,25,33,0,3.0,0.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,2.0,11,63.0,98.0,90.0,33,25,0.0425531914893617,4.238063097000122
GUST_SA_VTV_7_L,gustatory,SA_VTV_7,left,50.0,1,1,14.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_7_L,gustatory,SA_VTV_7,left,150.0,1,1,64.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_7_R,gustatory,SA_VTV_7,right,50.0,1,1,14.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_7_R,gustatory,SA_VTV_7,right,150.0,1,1,74.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_8_L,gustatory,SA_VTV_8,left,50.0,1,1,16.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_8_L,gustatory,SA_VTV_8,left,150.0,1,1,93.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_8_R,gustatory,SA_VTV_8,right,50.0,1,1,18.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_8_R,gustatory,SA_VTV_8,right,150.0,1,1,70.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_9_L,gustatory,SA_VTV_9,left,50.0,3,3,80.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_9_L,gustatory,SA_VTV_9,left,150.0,3,3,295.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_9_R,gustatory,SA_VTV_9,right,50.0,3,3,97.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_SA_VTV_9_R,gustatory,SA_VTV_9,right,150.0,3,3,343.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.238063097000122
GUST_claw_tpGRN_L,gustatory,claw_tpGRN,left,50.0,31,31,640.0,False,2,12.0,7.0,5.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,5.0,1,1,0.16666666666666666,4.238063097000122
GUST_claw_tpGRN_L,gustatory,claw_tpGRN,left,150.0,31,31,2132.0,False,13,68.0,40.0,28.0,0.0,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.0,28.0,8,5,0.17647058823529413,4.238063097000122
GUST_claw_tpGRN_R,gustatory,claw_tpGRN,right,50.0,29,29,483.0,False,1,4.0,0.0,4.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,1,0,1.0,4.2433249950408936
GUST_claw_tpGRN_R,gustatory,claw_tpGRN,right,150.0,29,29,1623.0,False,12,33.0,9.0,24.0,0.0,2,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,24.0,9.0,10,2,0.45454545454545453,4.2433249950408936
GUST_dorsal_tpGRN_L,gustatory,dorsal_tpGRN,left,50.0,5,5,109.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
GUST_dorsal_tpGRN_L,gustatory,dorsal_tpGRN,left,150.0,5,5,623.0,False,19,55.0,30.0,25.0,0.0,10,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.0,25.0,10,9,0.09090909090909091,4.2433249950408936
GUST_dorsal_tpGRN_R,gustatory,dorsal_tpGRN,right,50.0,6,6,85.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
GUST_dorsal_tpGRN_R,gustatory,dorsal_tpGRN,right,150.0,6,6,549.0,False,11,41.0,13.0,28.0,0.0,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,28.0,13.0,7,4,0.36585365853658536,4.2433249950408936
sugar_GRN_benchmark,gustatory_sugar,sugar,NA,50.0,21,21,1170.0,False,75,237.0,139.0,98.0,0.0,38,37,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,nan,nan,-1,-1,nan,4.2433249950408936
sugar_GRN_benchmark,gustatory_sugar,sugar,NA,150.0,21,21,4021.0,False,85,827.0,462.0,365.0,0.0,46,39,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,nan,nan,-1,-1,nan,4.2433249950408936
bitter_pool_L,gustatory_bitter,bitter,left,50.0,32,32,605.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
bitter_pool_L,gustatory_bitter,bitter,left,150.0,32,32,3233.0,False,58,102.0,53.0,49.0,0.0,29,29,0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,11.0,9,22.0,53.0,49.0,29,29,0.0392156862745098,4.2433249950408936
bitter_pool_R,gustatory_bitter,bitter,right,50.0,33,33,579.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
bitter_pool_R,gustatory_bitter,bitter,right,150.0,33,33,1872.0,False,3,18.0,0.0,18.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0.0,18.0,0.0,3,0,1.0,4.2433249950408936
ENDO_CAPA_L,endocrine,CAPA,left,50.0,1,1,19.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
ENDO_CAPA_L,endocrine,CAPA,left,150.0,1,1,57.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
ENDO_CAPA_R,endocrine,CAPA,right,50.0,1,1,9.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.2433249950408936
