name,family,subtype,stim_side,rate_hz,n_neurons_stim,n_annotated,total_spikes_all,ignition,dm_n_responsive,dm_spikes_total,dm_spikes_left,dm_spikes_right,dm_spikes_center,dm_n_resp_left,dm_n_resp_right,dm_n_resp_center,DNa01_left,DNa01_right,DNa02_left,DNa02_right,DNa_other_left,DNa_other_right,DNp09_left,DNp09_right,DNp_other_left,DNp_other_right,DAN_n_responsive,DAN_spikes_total,ipsi_spikes,contra_spikes,ipsi_n_responsive,contra_n_responsive,LI,wall_s_wave
VIS_LPLC1_R,visual,LPLC1,right,150.0,72,72,10102.0,False,151,982.0,457.0,504.0,21.0,75,74,2,18.0,0.0,3.0,1.0,128.0,27.0,0.0,1.0,72.0,234.0,1,5.0,504.0,457.0,74,75,0.04890738813735692,4.61191987991333
VIS_LPLC2_L,visual,LPLC2,left,50.0,108,108,3671.0,False,60,421.0,222.0,198.0,1.0,24,35,1,0.0,7.0,0.0,3.0,0.0,9.0,0.0,0.0,146.0,95.0,1,1.0,222.0,198.0,24,35,0.05714285714285714,4.61191987991333
VIS_LPLC2_L,visual,LPLC2,left,150.0,108,108,9977.0,False,95,959.0,512.0,440.0,7.0,38,56,1,0.0,8.0,0.0,8.0,0.0,37.0,4.0,0.0,334.0,174.0,1,6.0,512.0,440.0,38,56,0.07563025210084033,4.61191987991333
VIS_LPLC2_R,visual,LPLC2,right,50.0,102,102,3808.0,False,64,460.0,215.0,245.0,0.0,36,28,0,2.0,0.0,5.0,0.0,28.0,0.0,0.0,0.0,98.0,161.0,1,2.0,245.0,215.0,28,36,0.06521739130434782,4.61191987991333
VIS_LPLC2_R,visual,LPLC2,right,150.0,102,102,10611.0,False,103,1159.0,526.0,628.0,5.0,61,41,1,13.0,0.0,12.0,0.0,80.0,0.0,0.0,0.0,216.0,416.0,2,13.0,628.0,526.0,41,61,0.08838821490467938,4.61191987991333
VIS_LPLC4_L,visual,LPLC4,left,50.0,56,56,3751.0,False,81,761.0,603.0,149.0,9.0,54,24,3,0.0,3.0,18.0,4.0,65.0,72.0,0.0,0.0,257.0,30.0,0,0.0,603.0,149.0,54,24,0.6037234042553191,4.61191987991333
VIS_LPLC4_L,visual,LPLC4,left,150.0,56,56,9938.0,False,123,1466.0,1059.0,377.0,30.0,68,52,3,0.0,14.0,23.0,6.0,108.0,149.0,0.0,0.0,491.0,79.0,0,0.0,1059.0,377.0,68,52,0.47493036211699163,4.61191987991333
VIS_LPLC4_R,visual,LPLC4,right,50.0,54,54,3463.0,False,83,689.0,71.0,618.0,0.0,24,59,0,2.0,0.0,6.0,19.0,34.0,53.0,0.0,0.0,16.0,218.0,0,0.0,618.0,71.0,59,24,0.7939042089985486,4.61191987991333
VIS_LPLC4_R,visual,LPLC4,right,150.0,54,54,9159.0,False,107,1315.0,271.0,1033.0,11.0,38,66,3,14.0,0.0,17.0,16.0,127.0,62.0,0.0,0.0,49.0,418.0,0,0.0,1033.0,271.0,66,38,0.5843558282208589,4.61191987991333
VIS_MTe01a_L,visual,MTe01a,left,50.0,41,41,657.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MTe01a_L,visual,MTe01a,left,150.0,41,41,1824.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MTe01a_R,visual,MTe01a,right,50.0,46,46,688.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MTe01a_R,visual,MTe01a,right,150.0,46,46,1996.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MTe51_L,visual,MTe51,left,50.0,48,48,1315.0,False,1,4.0,4.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,2.0,4.0,0.0,1,0,1.0,4.61191987991333
VIS_MTe51_L,visual,MTe51,left,150.0,48,48,4099.0,False,2,16.0,16.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,9.0,16.0,0.0,2,0,1.0,4.61191987991333
VIS_MTe51_R,visual,MTe51,right,50.0,50,50,1216.0,False,1,6.0,0.0,6.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,6.0,0.0,1,0,1.0,4.61191987991333
VIS_MTe51_R,visual,MTe51,right,150.0,50,50,4113.0,False,2,17.0,0.0,17.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,5.0,17.0,0.0,2,0,1.0,4.61191987991333
VIS_MeTu1_L,visual,MeTu1,left,50.0,120,120,2700.0,False,14,113.0,109.0,4.0,0.0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0,0.0,109.0,4.0,13,1,0.9292035398230089,4.61191987991333
VIS_MeTu1_L,visual,MeTu1,left,150.0,120,120,8557.0,False,40,344.0,319.0,25.0,0.0,35,5,0,0.0,0.0,4.0,0.0,17.0,5.0,0.0,0.0,169.0,0.0,0,0.0,319.0,25.0,35,5,0.8546511627906976,4.61191987991333
VIS_MeTu1_R,visual,MeTu1,right,50.0,124,124,2938.0,False,21,149.0,20.0,129.0,0.0,7,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,108.0,0,0.0,129.0,20.0,14,7,0.7315436241610739,4.61191987991333
VIS_MeTu1_R,visual,MeTu1,right,150.0,124,124,9980.0,False,72,479.0,68.0,411.0,0.0,21,51,0,0.0,0.0,0.0,5.0,10.0,28.0,0.0,0.0,13.0,225.0,0,0.0,411.0,68.0,51,21,0.7160751565762005,4.61191987991333
VIS_MeTu3b_L,visual,MeTu3b,left,50.0,44,44,748.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3b_L,visual,MeTu3b,left,150.0,44,44,2656.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3b_R,visual,MeTu3b,right,50.0,41,41,737.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3b_R,visual,MeTu3b,right,150.0,41,41,2875.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3c_L,visual,MeTu3c,left,50.0,81,81,1462.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3c_L,visual,MeTu3c,left,150.0,81,81,4579.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.61191987991333
VIS_MeTu3c_R,visual,MeTu3c,right,50.0,70,70,1420.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu3c_R,visual,MeTu3c,right,150.0,70,70,4045.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu4a_L,visual,MeTu4a,left,50.0,71,71,1069.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu4a_L,visual,MeTu4a,left,150.0,71,71,3861.0,False,2,7.0,7.0,0.0,0.0,2,0,0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,0.0,2,0,1.0,4.309266090393066
VIS_MeTu4a_R,visual,MeTu4a,right,50.0,60,60,1041.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu4a_R,visual,MeTu4a,right,150.0,60,60,3583.0,False,6,10.0,2.0,8.0,0.0,1,5,0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0,0.0,8.0,2.0,5,1,0.6,4.309266090393066
VIS_MeTu4c_L,visual,MeTu4c,left,50.0,41,41,737.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu4c_L,visual,MeTu4c,left,150.0,41,41,2726.0,False,28,59.0,46.0,13.0,0.0,18,10,0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0.0,46.0,13.0,18,10,0.559322033898305,4.309266090393066
VIS_MeTu4c_R,visual,MeTu4c,right,50.0,48,48,828.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_MeTu4c_R,visual,MeTu4c,right,150.0,48,48,3213.0,False,29,88.0,6.0,82.0,0.0,4,25,0,0.0,0.0,0.0,13.0,0.0,25.0,0.0,0.0,1.0,0.0,0,0.0,82.0,6.0,25,4,0.8636363636363636,4.309266090393066
VIS_TmY14_L,visual,TmY14,left,50.0,185,185,2773.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_TmY14_L,visual,TmY14,left,150.0,185,185,8371.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_TmY14_R,visual,TmY14,right,50.0,185,185,2736.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
VIS_TmY14_R,visual,TmY14,right,150.0,185,185,8443.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
"GUST_LB1a,LB1d_L",gustatory,"LB1a,LB1d",left,50.0,8,8,119.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
"GUST_LB1a,LB1d_L",gustatory,"LB1a,LB1d",left,150.0,8,8,389.0,False,1,2.0,2.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,1,0,1.0,4.309266090393066
"GUST_LB1a,LB1d_R",gustatory,"LB1a,LB1d",right,50.0,9,9,126.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
"GUST_LB1a,LB1d_R",gustatory,"LB1a,LB1d",right,150.0,9,9,425.0,False,2,3.0,0.0,3.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.0,0.0,2,0,1.0,4.309266090393066
GUST_LB1b_L,gustatory,LB1b,left,50.0,3,3,69.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1b_L,gustatory,LB1b,left,150.0,3,3,251.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1b_R,gustatory,LB1b,right,50.0,4,4,87.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1b_R,gustatory,LB1b,right,150.0,4,4,273.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1c_L,gustatory,LB1c,left,50.0,10,10,197.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1c_L,gustatory,LB1c,left,150.0,10,10,588.0,False,2,4.0,1.0,3.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.0,1.0,3.0,1,1,-0.5,4.309266090393066
GUST_LB1c_R,gustatory,LB1c,right,50.0,8,8,117.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1c_R,gustatory,LB1c,right,150.0,8,8,430.0,False,2,6.0,0.0,6.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,6.0,0.0,2,0,1.0,4.309266090393066
GUST_LB1e_L,gustatory,LB1e,left,50.0,11,11,266.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1e_L,gustatory,LB1e,left,150.0,11,11,696.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1e_R,gustatory,LB1e,right,50.0,12,12,278.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB1e_R,gustatory,LB1e,right,150.0,12,12,1915.0,False,43,73.0,36.0,37.0,0.0,21,22,0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7,23.0,37.0,36.0,22,21,0.0136986301369863,4.309266090393066
GUST_LB2a-b_L,gustatory,LB2a-b,left,50.0,4,4,61.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB2a-b_L,gustatory,LB2a-b,left,150.0,4,4,216.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.309266090393066
GUST_LB2a-b_R,gustatory,LB2a-b,right,50.0,4,4,51.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2a-b_R,gustatory,LB2a-b,right,150.0,4,4,194.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2c_L,gustatory,LB2c,left,50.0,3,3,48.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2c_L,gustatory,LB2c,left,150.0,3,3,300.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2c_R,gustatory,LB2c,right,50.0,4,4,66.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2c_R,gustatory,LB2c,right,150.0,4,4,252.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2d_L,gustatory,LB2d,left,50.0,3,3,50.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2d_L,gustatory,LB2d,left,150.0,3,3,144.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2d_R,gustatory,LB2d,right,50.0,4,4,65.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB2d_R,gustatory,LB2d,right,150.0,4,4,183.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_LB3_L,gustatory,LB3,left,50.0,64,64,3361.0,False,86,765.0,404.0,361.0,0.0,43,43,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,18.0,4.0,0,0.0,404.0,361.0,43,43,0.05620915032679739,4.4083099365234375
GUST_LB3_L,gustatory,LB3,left,150.0,64,64,7788.0,False,94,1264.0,697.0,567.0,0.0,52,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,25.0,0,0.0,697.0,567.0,52,42,0.10284810126582279,4.4083099365234375
GUST_LB3_R,gustatory,LB3,right,50.0,58,58,1274.0,False,39,80.0,21.0,59.0,0.0,14,25,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,59.0,21.0,25,14,0.475,4.4083099365234375
GUST_LB3_R,gustatory,LB3,right,150.0,58,58,117385.0,True,208,1489.0,670.0,802.0,17.0,96,109,3,3.0,3.0,14.0,0.0,20.0,10.0,0.0,0.0,174.0,198.0,153,2120.0,802.0,670.0,109,96,0.08967391304347826,4.4083099365234375
GUST_LB4a_L,gustatory,LB4a,left,50.0,2,2,581.0,False,61,182.0,85.0,97.0,0.0,31,30,0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,85.0,97.0,31,30,-0.06593406593406594,4.4083099365234375
GUST_LB4a_L,gustatory,LB4a,left,150.0,2,2,1214.0,False,78,333.0,159.0,174.0,0.0,38,40,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,159.0,174.0,38,40,-0.04504504504504504,4.4083099365234375
GUST_LB4a_R,gustatory,LB4a,right,50.0,2,2,436.0,False,73,126.0,65.0,61.0,0.0,36,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.0,65.0,37,36,-0.031746031746031744,4.4083099365234375
GUST_LB4a_R,gustatory,LB4a,right,150.0,2,2,1066.0,False,91,299.0,131.0,168.0,0.0,44,47,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,168.0,131.0,47,44,0.12374581939799331,4.4083099365234375
GUST_PhG10_L,gustatory,PhG10,left,50.0,1,1,35.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG10_L,gustatory,PhG10,left,150.0,1,1,554.0,False,30,103.0,37.0,66.0,0.0,15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,37.0,66.0,15,15,-0.2815533980582524,4.4083099365234375
GUST_PhG10_R,gustatory,PhG10,right,50.0,1,1,27.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG10_R,gustatory,PhG10,right,150.0,1,1,205.0,False,8,18.0,8.0,10.0,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,8.0,4,4,0.1111111111111111,4.4083099365234375
GUST_PhG11_L,gustatory,PhG11,left,50.0,1,1,28.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG11_L,gustatory,PhG11,left,150.0,1,1,136.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG11_R,gustatory,PhG11,right,50.0,1,1,42.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG11_R,gustatory,PhG11,right,150.0,1,1,195.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG12_L,gustatory,PhG12,left,50.0,1,1,30.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG12_L,gustatory,PhG12,left,150.0,1,1,108.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG12_R,gustatory,PhG12,right,50.0,1,1,28.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG12_R,gustatory,PhG12,right,150.0,1,1,101.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.4083099365234375
GUST_PhG13_L,gustatory,PhG13,left,50.0,1,1,1042.0,False,32,43.0,21.0,22.0,0.0,17,15,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,22.0,21.0,22.0,17,15,-0.023255813953488372,4.4083099365234375
GUST_PhG13_L,gustatory,PhG13,left,150.0,1,1,3300.0,False,70,225.0,100.0,125.0,0.0,28,42,0,4.0,2.0,4.0,2.0,7.0,2.0,0.0,0.0,2.0,6.0,11,53.0,100.0,125.0,28,42,-0.1111111111111111,4.4083099365234375
GUST_PhG13_R,gustatory,PhG13,right,50.0,1,1,2295.0,False,63,157.0,78.0,79.0,0.0,31,32,0,3.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,11,42.0,79.0,78.0,32,31,0.006369426751592357,4.23301100730896
GUST_PhG13_R,gustatory,PhG13,right,150.0,1,1,3978.0,False,64,222.0,102.0,120.0,0.0,28,36,0,4.0,0.0,6.0,1.0,9.0,1.0,0.0,0.0,1.0,8.0,14,76.0,120.0,102.0,36,28,0.08108108108108109,4.23301100730896
GUST_PhG14_L,gustatory,PhG14,left,50.0,1,1,17.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG14_L,gustatory,PhG14,left,150.0,1,1,59.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG14_R,gustatory,PhG14,right,50.0,1,1,16.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG14_R,gustatory,PhG14,right,150.0,1,1,83.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG15_L,gustatory,PhG15,left,50.0,1,1,13.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG15_L,gustatory,PhG15,left,150.0,1,1,75.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG15_R,gustatory,PhG15,right,50.0,1,1,22.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG15_R,gustatory,PhG15,right,150.0,1,1,57.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
GUST_PhG16_L,gustatory,PhG16,left,50.0,1,1,30.0,False,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,4.23301100730896
